Header,trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z
11.36,-0.962555846966353,-0.096748390699776,0.275915332413361,-0.047612248040686,0.0552676442856888,0.0111702647521197
11.365,-0.962250305946897,-0.0934363319984475,0.284019727200635,-0.0410865356325113,0.0652498213053245,0.0155106238851682
11.37,-0.964561274493639,-0.0933217632159127,0.283720407228673,-0.0384012835364187,0.0664922593728722,0.013927436763785
11.375,-0.964967258020428,-0.0972211289885762,0.277438387849825,-0.0341290121568965,0.0677847710435764,0.0217779837548733
11.38,-0.968286729766511,-0.0951930147713256,0.277807139666424,-0.0391702389390342,0.0716470524076338,0.0212089908224818
11.385,-0.966317678537376,-0.0931731970433711,0.276920011503686,-0.0367031626948722,0.0691799779707183,0.0203681506139008
11.39,-0.963406732183959,-0.095088414258092,0.275176756048789,-0.036780667630136,0.06565895510018,0.0225998416814209
11.395,-0.962789160409043,-0.0932989603387431,0.274235482304945,-0.0390994062177564,0.0600149073173427,0.0217779837548733
11.4,-0.961366879829735,-0.0961059881900471,0.269504689415125,-0.0414320748846538,0.0579307172078471,0.0217779837548733
11.405,-0.962522772637034,-0.0939444528057718,0.273168149267915,-0.0409386516819558,0.0496005121236616,0.0245227525802745
11.41,-0.960189892288205,-0.09514413261342,0.271130223817624,-0.0412454232573509,0.0448601925586393,0.0254430677741766
11.415,-0.964079265054389,-0.0948777524926001,0.272487166675197,-0.0423769213968564,0.0444015711545944,0.0288375639178218
11.42,-0.958380287913969,-0.0979980007617501,0.271908084142648,-0.0438003059659146,0.0432170419704167,0.0254430677741766
11.425,-0.960936146949572,-0.0976486446177293,0.276450156091192,-0.0473538935184479,0.0453172871652396,0.0258355175215171
11.43,-0.961349168219521,-0.0947186135597278,0.278473412929419,-0.0486928643297954,0.0529534332454205,0.0283430253655937
11.435,-0.963176673878491,-0.0949237758270295,0.276188516197405,-0.0570754637432782,0.0544155681900029,0.0242213718593121
11.44,-0.962098779104238,-0.0932699152494905,0.276650860260259,-0.0601151286722988,0.0610941257796338,0.0235439656767034
11.445,-0.96329564092545,-0.0899817545203288,0.278579063519487,-0.0581141805069638,0.0670969641741887,0.0215430195451851
11.45,-0.965067270276692,-0.0898752001586358,0.277716634350804,-0.05777599156298,0.0674629940061614,0.0186106689421475
11.455,-0.969055720260683,-0.0927041454170743,0.280407843976088,-0.0616847863717643,0.0718416553584272,0.0185590264211444
11.46,-0.964134786583962,-0.0896377025615235,0.280129629441446,-0.0632359236478806,0.0768636506247909,0.0164550218964289
11.465,-0.9631692453528,-0.0946334627739727,0.277595032349083,-0.0558089191251178,0.0723552870799869,0.016697532641218
11.47,-0.963870317029446,-0.0952387089080631,0.28062719604273,-0.0538257141001617,0.0684721130542362,0.0127311210794677
11.475,-0.965429630468782,-0.0960114031824661,0.278649867072403,-0.0541689829194791,0.0672604574486958,0.0163122813063104
11.48,-0.969800214200456,-0.0930226659273055,0.273578100434175,-0.0485755875706673,0.0691780951973672,0.017524521821968
11.485,-0.968386579859355,-0.0954314166266655,0.272258266463205,-0.0480701739848109,0.065592111253918,0.0224942642212363
11.49,-0.965233584455765,-0.0937879397005131,0.273755299386955,-0.0460917313705299,0.0589405010203676,0.0236712279389224
11.495,-0.963756788723837,-0.0913769194192816,0.270886131733074,-0.043375747021555,0.0538620629574051,0.0239083082117445
11.5,-0.962117232216867,-0.0881491256412022,0.271291935380798,-0.0441911535000907,0.0546774694359409,0.0229996778070927
11.505,-0.962599301169192,-0.0919105262035012,0.272484015967354,-0.0449105054140091,0.0526636406502211,0.0275549817512362
11.51,-0.962578045309916,-0.09558884332979,0.270267049132526,-0.0449105054140091,0.0497312102280752,0.0271076243533962
11.515,-0.96185398929724,-0.090694582808596,0.27329850150632,-0.0396916915790737,0.0524196388471608,0.026664761826396
11.52,-0.962240948372682,-0.0874337902635366,0.273263069701103,-0.043550017100096,0.0529534332454205,0.0254777663396
11.525,-0.9606810688651,-0.0898013483473973,0.275519419083155,-0.0461321994662285,0.0527618691780986,0.0219056930032807
11.53,-0.963193421543761,-0.094051410716745,0.275061834335446,-0.0461321994662285,0.0489186653386756,0.0240981445177132
11.535,-0.958018439055934,-0.0930241597547675,0.282870882261161,-0.0472077082160832,0.0451930619692342,0.0229996778070927
11.54,-0.962513679389879,-0.0912520026337899,0.278333770476345,-0.0506262814053631,0.044390670214802,0.0250176675584876
11.545,-0.96098137229932,-0.0908421972073293,0.276603209603258,-0.0478912086588483,0.0489942214590604,0.0280335206934663
11.55,-0.962708951570674,-0.0903449260769128,0.276439339357221,-0.0474025505094211,0.049385663282248,0.0260782432957729
11.555,-0.963429047461864,-0.0909609355568573,0.274862799203652,-0.044616421292774,0.049118626519215,0.0269588459476311
11.56,-0.959426020439642,-0.0945199702377173,0.277201283807457,-0.0420120634964653,0.0521867918374547,0.0278864558786154
11.565,-0.966042608586653,-0.0975953821577024,0.278016256895011,-0.0357530802977161,0.0507564940518431,0.0267879879565962
11.57,-0.965632319773966,-0.0949479439500607,0.278562736016927,-0.0364484177541254,0.0571454457719063,0.0278864558786154
11.575,-0.963093144812994,-0.0930434674804871,0.279440001555435,-0.0412334595376334,0.064923646088988,0.0273929930707821
11.58,-0.968635003179359,-0.0933314425395905,0.284633780363792,-0.0381983500561133,0.0650525068072696,0.0265468917017391
11.585,-0.966371835853189,-0.0952490872364543,0.281431030210049,-0.0424671173095703,0.0640388791390788,0.0291081517934799
11.59,-0.964768822970411,-0.0912762346352559,0.278090571935251,-0.0418217507466201,0.0571258055750522,0.0297535183564301
11.595,-0.965188651894084,-0.0919600694446658,0.280676886080405,-0.0444287656753116,0.0538051501408789,0.0295340102412091
11.6,-0.96406938188,-0.0915562719267918,0.279089936408396,-0.0470688358304454,0.0529534332454205,0.0319180608861305
11.605,-0.956910398879977,-0.0874483307154509,0.274666615704216,-0.0473538935184479,0.047310556922568,0.0305160847975342
11.61,-0.959823286112224,-0.09072682451044,0.2734471735049,-0.0521826197162803,0.0432379308387105,0.0278574290104476
11.615,-0.961224705649325,-0.089816414678787,0.276474016775956,-0.0495197505630737,0.045068196482888,0.0269422963999291
11.62,-0.960409405409996,-0.0941869932668385,0.28032630638378,-0.0478498995283472,0.0414804968784402,0.0288601487885303
11.625,-0.957886620526179,-0.0959500564051966,0.277581469213814,-0.0508773066461425,0.0446715764790858,0.0278864558786154
11.63,-0.958510526276215,-0.0937059918803199,0.280504399052175,-0.0538251124235984,0.0456232652068138,0.0274569813118873
11.635,-0.958948661700278,-0.0902025254103484,0.277064509672571,-0.0557658882806104,0.0485609445287363,0.0254896899184708
11.64,-0.962097168251743,-0.0906454871494798,0.279155535247123,-0.0616674795384311,0.055226135938549,0.0235224925102425
11.645,-0.956841016317144,-0.0931250619435525,0.280924911166844,-0.0632359236478806,0.0586041346639043,0.0237636006872823
11.65,-0.95585661385666,-0.0944507022319401,0.284102239991616,-0.0669010058045387,0.0627269893884659,0.0194966769239286
11.655,-0.956517845631591,-0.0946324449195131,0.282997609729103,-0.0669010058045387,0.069704004309908,0.0185628553483212
11.66,-0.946989085233044,-0.0856607235765662,0.282876318380704,-0.0644576177000999,0.0788137948200486,0.0156695116311312
11.665,-0.951723417170299,-0.081685620262835,0.284815535469704,-0.0648275148410357,0.0860850779691679,0.0156695116311312
11.67,-0.952180754442656,-0.0843988101486633,0.285294147843002,-0.0636875260322201,0.0953673044097245,0.0163334402044976
11.675,-0.954296503768594,-0.0817989865466621,0.286998551929166,-0.0590999805559567,0.0932990500711486,0.0130055388160165
11.68,-0.949576464149284,-0.0874196573833321,0.28715926007697,-0.0580231286294532,0.103042908012867,0.0143546675255432
11.685,-0.954942334563083,-0.0909234420785058,0.287113250242771,-0.0504960477362103,0.1037416704009,0.0120044276118279
11.69,-0.957565417459273,-0.0881028624774254,0.284402417360165,-0.0483983189504092,0.108047868389092,0.0126448197034062
11.695,-0.955054913225912,-0.0863173908954347,0.287242464790036,-0.0439659126218108,0.105650110055112,0.0151153086886089
11.7,-0.956931089043043,-0.0884175574117269,0.282323459614986,-0.0387245328384416,0.106552985540584,0.0147578252104754
11.705,-0.958657346463246,-0.0937717673761331,0.284459064364075,-0.0375803411006927,0.103896182450272,0.0208082741096919
11.71,-0.960240860586512,-0.0946657656573059,0.282263332886982,-0.038942024932182,0.107127963659493,0.0228596880278228
11.715,-0.9610390427169,-0.0951760555850794,0.279033935844465,-0.0441016227232471,0.111392546938968,0.0197390369958155
11.72,-0.961416025487923,-0.0965370127290145,0.276091888665416,-0.0449105054140091,0.11912927594303,0.0252387298176751
11.725,-0.961611654681497,-0.0968803979089512,0.27483750999212,-0.0453492155678815,0.120929616092866,0.0229996778070927
11.73,-0.9553878756545,-0.0954883366100891,0.275804490395278,-0.0484285483035275,0.123973871698428,0.0252960254773568
11.735,-0.963733718467259,-0.096332281302289,0.268984956734859,-0.0447223478803043,0.128285081134119,0.0256497749518178
11.74,-0.963764982790126,-0.0943637818081284,0.274348378690354,-0.0503656519555676,0.122982015729922,0.0275794198905641
11.745,-0.965634997782099,-0.0984082769522524,0.269069190844788,-0.0457515565546406,0.122890890442509,0.0347960964842611
11.75,-0.966395274973829,-0.0986339604580717,0.264798831188384,-0.0464762059816576,0.116042701495202,0.0335560842339624
11.755,-0.970765607483484,-0.0988998972258176,0.262550333790385,-0.0446558424970978,0.116533170570198,0.033537222700872
11.76,-0.969272449097916,-0.0975880685374461,0.263973307400421,-0.0436888113617897,0.122651040711345,0.0361176370017241
11.765,-0.970931388678657,-0.0937466739701997,0.258435048970443,-0.0432690904628467,0.126674818463674,0.0343771802566908
11.77,-0.973675770157977,-0.0928159518684336,0.255493091557203,-0.0419177462000855,0.131871772084465,0.0338719761691078
11.775,-0.972108982292703,-0.101133741850558,0.24989265868834,-0.0418708432661344,0.137875780021371,0.0358420420633603
11.78,-0.968566860873642,-0.104605887693632,0.247464606998348,-0.0424671173095703,0.137807100456812,0.0364383161067963
11.785,-0.965070338892646,-0.106333392657305,0.250250894539356,-0.0409122101398571,0.135695447174336,0.0356608625219396
11.79,-0.965304502138028,-0.108018225113457,0.253811647347133,-0.0427646264913621,0.135720598821742,0.0397847869842179
11.795,-0.966210825363538,-0.113824850389857,0.249548591171886,-0.0426209520772702,0.136028662323952,0.0413250960409641
11.8,-0.964613386452075,-0.115162881142683,0.249721034973745,-0.0340710713265994,0.132430365784972,0.0401256614230276
11.805,-0.965286848241227,-0.115893168126907,0.251168792860247,-0.0327052518839668,0.131153562145245,0.0425234086582997
11.81,-0.967806888292363,-0.117017748380505,0.245022478437427,-0.0214772038001536,0.138668590069451,0.0364874510919746
11.815,-0.968129760434624,-0.115962081920207,0.251031665638517,-0.0108528311077183,0.149893077408483,0.0387319376048023
11.82,-0.970631831275948,-0.117510347809381,0.250898901243886,-0.0105222117755713,0.165190604106528,0.0373093773192551
11.825,-0.969968767282531,-0.115430526381909,0.249012960251365,-0.00339609528112093,0.176177371408707,0.0373487870511323
11.83,-0.97425974553683,-0.116266702689128,0.245014696144377,0.00576817694579123,0.183648777941162,0.0376686678083601
